"A1","A11","A12","A2","A3","A4","A6","A7","A8","A9","C10","C11","C12","C2","C3","C4","C6","C7","C8","C9","E1","E10","E11","E12","E3","E5","E6","E7","E8","E9","EA1","EA10","EA11","EA12","EA3","EA4","EA5","EA6","EA8","EA9","V1","V10","V11","V12","V2","V4","V6","V7","V8","V9","VA1","VA10","VA11","VA12","VA2","VA3","VA4","VA5","VA6","VA7"
194,510.17,0,285.5,157,0,152,281.17,112.5,0,337,208,478.33,200,210.83,298.17,107,260,125,522.5,54.5,135,73,66,55,126.67,66,109,65,114.83,67,61,79,40,41,84,81,84,132,90,63,199,182,238,166,151,200.33,221.5,160,159,158.5,97,62,205,187,207.33,71,215.33,232.33,252.5
155873.52,418657.79,89882.99,227775.5,193283.24,100014.39,161207.44,185992.1,182265.39,116942.36,260111.91,216820.31,305631.52,229818.9,157223.89,204154.37,163813.2,234253.86,154453.49,343067.74,384282.08,387446.69,186473.22,129190.7,114354.81,231808.05,159304.38,156557.04,153227.64,139542.37,155173.24,196677.6,154206.49,98685.6,101874.57,93321.69,127045.68,210932.02,311772.53,233926.77,190722.07,424219.34,346213.48,458168.71,239170.77,199895.39,505379.81,334060.02,391379.04,280153.26,110916.21,165073.77,118930.86,205290.3,141328.05,162104,151004.73,211629.34,161863.65,218217.07
68040.62,175728.25,45217.59,96741.9,93779.6,54031.69,73010.75,77728.62,90488.05,59903.41,108929.14,102369.85,127395.72,107523.32,66286.95,82516.25,81493,111835.83,79268.16,143267.03,164786.9,177306.79,86705.32,54498.2,53431.16,102584.95,67610.07,72017.74,70362.77,61808.03,68431.79,89191.66,75640.71,45221.57,48732.52,46062.6,59040.13,92686.85,145571.16,113704.16,73707.18,166570.22,138256.6,181733.9,96884.67,80507.68,200199.43,134392.84,160387.56,112669.38,43439.32,72496.12,50698.54,77383,52572.9,69472.95,67064.41,79650.28,68110.24,82033.81
150591.74,366150.77,93315.34,206814.35,195465.89,105856.62,153547.38,167964.42,182725.04,121536.76,242436.65,214590.44,267882.21,228075.64,141561.46,187933.97,165420.97,232693.61,156274.26,303513.33,389615.33,393313.01,191582.74,127549.66,117854.34,237957.66,158655.4,155228.89,157934.37,141212.82,149698.57,191933.2,158692.25,93908.9,95621.9,91008.59,124629.79,202913.4,298829.17,231804.53,176170.19,381351.91,323375.78,409647.56,222770.73,182079.31,467857.54,310018.07,367096.95,254513.81,97805.84,170568,120021.31,186243.84,123665.67,148197.96,158019.99,194329.13,148424.59,197842.11
44333.11,101208.86,29805.09,55871.09,61328.11,34070.99,46996.41,44602.9,58528.78,39574.78,63575.43,56615.5,69359.91,59503.23,36299.52,48257.81,50364.31,62016.1,48135.86,78622.26,117999.09,117475.74,53224.96,39277.66,32462.72,67702.43,48093.58,46423.46,43520.44,39789.46,42282.9,55557.82,46917.14,28487.29,30047.41,28853.81,38771.41,58612.26,94789.14,74064.23,41896.36,89649.08,83625.72,101980.8,58395.69,45029.7,115283.99,80599.79,96833.53,64395.61,25720.8,45065.47,31247.84,42825.35,33485.4,43859.88,41466.38,44253.52,43606.35,44814.04
244024.93,518617.78,166205.19,292562.7,323491.34,187100.04,260407.58,232498.47,308127.53,218455.75,330607.53,309495.02,356522.05,330096.25,191471.47,249860.84,271231.25,339569.31,258788.3,408112.88,632535.19,636224.7,288728.26,211720.12,176278.72,367403.85,258210.02,251719.67,235014.21,214154.52,223602.99,289679.25,251967.92,148005.71,154189.31,149631.27,204351.9,307080.47,490054.3,384700.14,199913.3,427545.73,419863,502504.17,287187.57,218895.85,550691.4,399926.18,486402.26,316230.17,135636.88,247239.31,172142.63,220820.78,180299.77,230499.86,227575.19,230784.49,232369.33,232121.51
332.5,983.5,197.5,526.5,564,303.5,341.5,525.5,580.5,270.5,377.5,578,521,631.5,243,291,256,662,254,629.5,404.5,676,148.5,63,113.5,291,114.5,183.5,116,181,171,258.5,331,44.5,99,115,137,360.5,317,334,66.5,220.5,203,392,114,75.5,165,132,367.5,154.5,175.5,157,114.5,431,280.5,197.29,156.5,453,240.5,442
130247.47,308451.16,85467.86,169580.04,176321.81,101132.88,142081.39,137552.87,168525.22,114581.62,197972.31,187322.07,224470.29,195747.79,117040.64,150399,157184.88,205051.48,150318.1,255430.6,360530.11,354289.58,178384.22,118434.17,112175.51,206922.81,144970.93,143284.88,155409.34,120682.91,135782.33,172600.22,145488.81,82227.08,88430.53,84269.81,109164.17,179514.26,268722.82,208692.43,124063.91,280134.7,247857.16,313089.26,173902.8,137893.01,342589.56,237975.62,280313.58,194698.71,79582.98,153365.16,108120.26,130028.56,97944.19,125647.45,143502.61,132506.69,125526.67,136836.35
167734.31,358791.62,115243.15,198932.83,220973.54,135500.96,185215.48,157655.01,212145.07,157033.17,224006.82,223911.95,258824.44,237336.12,140913.12,167235.1,195391.8,246303.46,187757.24,298339.87,448259.55,459025.62,223512.82,153935.92,138131.75,256849.82,185291.65,184994.17,186368.3,148585.07,167335.81,215593.31,180803.23,112260.64,116344.46,108663.92,143910.13,222802.34,356492.47,271690.09,124515.23,274475.56,276951.36,334066.19,189410.77,144835.12,348170.14,262759.04,314999.77,210699.5,87810.03,184009.11,127118.61,128073.88,117071.23,156316.12,172318.77,132559.42,158687.93,133968.45
47638.38,90383.77,32041.78,49113.12,54282.72,37433.33,54426.71,39855.21,52782.9,42465.14,72628.27,62445.67,70119.88,64636.47,36547.11,54420.54,52161.26,69378.78,50896.47,80457.29,102473.28,111837.49,58981.54,33981.73,37494.37,63385.62,41643.23,45899.55,52762.25,36152.33,41321.11,53471.61,44218.44,23932.28,26830.59,25277.98,31951.06,54024.34,79022.07,61554.75,40328,92176.97,83780.59,103213.81,57547.99,45210.6,110657.97,79300.73,87269.34,64450.92,24020.37,50610.57,35626.16,37426.47,29482.3,39663.98,47720.69,37203.14,39908.04,38665.61
21117.16,45406.2,14325.92,25802.26,28864.81,16505.6,22312.8,21295.03,27810.71,18670.76,31422.8,32461.19,35387.93,33837.44,19049.46,23820.19,26166.67,35465.64,25343.09,40048.2,61689.43,60583.92,30357.58,19743.78,19164.85,34859.84,24677.11,24470.58,27984.86,20513.56,22831.5,29075.67,23732.69,12385.41,13950.48,13574.81,16970.61,30644.19,40989.99,32007.02,18164.08,39334.54,36834.16,44973.35,25484.13,19806.54,49804.42,34707.35,40585.94,27996.03,12481.27,28031.38,19967.84,19698.89,14834.62,19683.83,26390.16,20153.67,19473.89,20339.33
320611.59,704937.94,210181.13,394754.3,403845.83,242613.94,342710.1,320735.17,385034.01,276945.98,480263.71,420111.02,510248.94,443385.19,271498.23,368847.56,365902.83,459725.92,347892.72,581421.31,815017.32,813761.81,401314,269509.27,249526.35,477918.28,332795.52,327852.21,340472.64,277750.23,302472.51,385701.26,332373.42,189215.29,197813.16,185889.71,249117.72,400811.3,606064.72,471227.19,299099.03,663378.85,594787.38,736984.13,408916.6,326622.46,808947.09,564147.63,667537.36,461304.25,186598.09,351807.67,243964.2,319103.41,233133.63,297535.43,327058.01,329200.52,298503.36,337154.92
378475.06,839818.1,245122.1,468766.62,471379.67,279674.23,401744.22,378625.92,448241.08,323302.87,555302.87,487090.47,603767.27,517609.35,321716.51,426891.4,408268.81,531936.57,387872.9,687552.59,978577.36,956644.06,458106.11,329136.65,280876.9,557375.01,403062.4,385517.39,376760.27,324401.35,353327.15,456465.08,383607.4,230794.85,237822.15,219939.24,302675.99,473837.09,741140.08,567058.14,348372.15,761807.15,696250.27,857173.58,477808.77,376236.39,941036.77,662964.92,787736.14,534906.16,220605.07,391954.24,273170.76,378109.56,282586.95,355715.14,363150.57,392394.24,357840.68,400363.27
46339.95,93950.01,31432.15,53007.83,63752.32,36796.56,49831.63,42421.56,61320.28,42210.37,62945.92,62928.65,66343.18,66607.56,35967.39,47360.41,54296.07,69133.23,52003.14,77039.72,132649.89,134282.45,66090.55,43896.81,41939.35,77820.09,53570.42,53692.75,59615.01,45000.45,50810.03,64420.76,52517.31,30555.52,32725.22,30789.46,40653.3,67481.64,99886.09,77504.93,37731.63,81654.88,79295.94,95808.57,55051.88,41749.96,104304.19,76130.83,91295.72,59950.41,26162.3,59411.51,41607.26,41186.62,34411.92,44097.15,55730.55,42352.7,43824.08,42804.34
717176.62,1487435.75,475877.11,855303.51,901643.81,554327.29,777004.78,675618.69,858688.09,630971.41,950301.55,1005702.38,1078907.62,1079680.74,598353.45,713778.3,718401.05,1102611.91,700540.66,1243737.48,1808130.75,1824689.87,857199.02,615435.55,530717.47,1009688.42,745110.48,729319.17,699237.69,589085.22,655115,841411.84,737423.59,426189.29,445087.79,439625.18,577944.11,880867.69,1379057.47,1073148.59,553657.17,1210761.99,1131504.42,1431638.64,777107.55,616371,1504036.76,1084765.59,1305021.08,869722.09,366555.57,724792.25,502949.32,613255.52,492167.16,640990.78,679059.56,640570.41,643719.55,640998.25
4344.34,13719.6,2252.16,6817.33,5649.66,2634,4687.67,5804.18,5733.24,2910.34,11280.42,8265.45,11995.33,7901.12,5959.99,9270.8,6874.5,8468.54,6322.16,13128.45,11040.79,11315.01,6197.51,3238.83,3864.99,7443.94,4185.83,4464.5,6141.08,4024.91,4650.66,5773.18,5013.66,2445.01,2863.33,2606.5,3152.71,5889.51,8255.5,6385.75,10930.17,24993.33,17277.51,24180.83,11750.83,10467,27281.99,16031.16,17854.41,14157.33,4079.83,5937.67,4159.49,8332.5,4365.51,4975.28,5665.16,8370.67,4919.83,8927.99
1827.66,7387.03,661.49,3491.15,2419.67,754,1965.68,3149.68,2311.83,840.35,3137.17,1411.34,5162.99,1294.83,2389.49,2640.35,2682.67,1423.32,2332.48,5623.84,4185.51,4147.09,2016.78,1331.75,1314.77,3538.51,1958.55,1733.87,1540.88,2243.87,2079.82,2269.73,2153.66,1312.18,1306.33,1156.5,1408.31,2566.73,4058.01,2908.51,1272.5,3512.83,3682.51,4045.15,2464.17,2053.83,3846.16,3332.16,4389.34,3070.83,1883.83,1575.24,1258.61,2634.67,2066.52,2409.83,1572.6,2631.34,2315.66,2911.98
20978.49,40583.12,13553.39,22587.92,25057.34,14684.27,23065.5,18055.02,23752.24,17534.59,29445.14,25295.85,30039.91,26572.91,16071.62,22644.66,20561.22,27659.45,19365.56,34091.88,53726,53759.76,24601.19,17863.97,15624.03,29190.43,21857.21,21385.42,21432.07,16909.73,18483.54,23271.7,18547.11,12403.55,12880.16,12441.97,17479.18,24462.76,40920.4,32668.96,18338.73,38938.36,36817.5,44588.88,25535.41,19385.54,49109.28,35892.87,39863.73,26990.7,11149.17,21509.12,14832.72,17512.73,14337.11,18112.74,19846.77,17960.33,18136.76,18296.85
0,89.17,14,26,31,26,13,19,15,14,232,52,37,37,43,232,25.83,53,17,84,63.67,65.33,57.83,13,32.5,40.17,12.33,40.17,39.5,10.67,45.5,60.5,22.5,26.67,30,19.33,19.17,97.5,81.17,43.33,174,356,450.5,376.83,373,207,477.5,485,314.67,246,104,31.67,13.17,62,63,9,21.83,68,20,79
246772.44,561852.16,162905.97,314302.81,321077.9,187023.99,263713.9,250722.85,308302.02,215211.09,365283.21,328985.49,402794.78,349280.25,214081.63,278057.15,281921.19,360505.87,270813.52,458809.48,642791.19,637533.44,296048.25,215064.28,181128.51,367372.97,264380.65,254037.79,243226.56,215241.73,230401.61,298705.76,256633.54,154606.63,159374.07,151387.66,204129.29,312006.22,497548.56,384798.03,232539.4,511286.59,466722.85,578551.93,318879.37,253324.62,631375.4,443611.17,530648.37,360169.56,144729.27,254612.55,176283.16,245820.54,185938.53,235306.75,235119.93,256277.53,235494.78,260080.08
1868.16,1938.93,1665.66,997,2741.49,1876.85,2349.16,779.84,2579.15,2330.68,1656.75,1850.12,838.33,1903.12,606.33,1161.29,2802.5,1961.87,2683.33,1089.46,7376.48,8891.61,4373.95,2220.58,2939.27,4268.36,2805.56,3436.06,4605.28,2279.12,2911.18,3375.07,2314.99,1354.67,1638.32,1321.18,1723.34,3531.19,5088.16,3511.42,440,893.99,1645.35,1292.48,1098.82,419.51,1214.65,1476.66,1729.41,980,518.99,4523.11,3025.95,357.17,721.34,1201.47,4425.45,355.69,1238.35,280.33
166190,399682.35,105220.83,219538.5,214636.65,119426.37,175845.13,179090.58,204353.01,138063.6,255699.55,222179.1,290686.07,234713.54,152607.19,197827.82,185192.06,242117.66,175033.42,329035.54,458296.07,440084.11,209119.69,153537.11,129651.1,252706.6,188857.18,177265.33,178624.3,148005.89,165532.75,210694.6,171540.16,105596.86,109797.79,101950.97,137191.04,222819.55,339644.64,257544.13,167092.58,368323.99,328825.26,411144.29,226689.95,180745.26,449944.15,314336.97,367684.32,256770.91,104823.42,183818.82,128647.34,179174.19,132391.35,162286.72,169731.64,184885.05,163367.58,189895.7
48500.82,88175.86,33242.89,50302.75,59056.66,39114.75,53012.32,38945.7,57121.37,45096.61,58203.97,54156.02,57319.62,56960.85,31467.29,42633.22,50117.19,60192.84,48424.56,66403.52,107123.74,115298.86,53831.33,38084.36,31885.15,60502.33,44501.58,46513.83,41328.27,34128.36,40377.05,54027.46,45655.3,29617.91,29874.53,27667.97,37961.66,55146.03,93695.42,71677.63,33214.9,66318.71,70549.3,83224.21,49980.29,36066.56,95173.77,68457.51,80727.05,52157.71,20457.47,42136.28,28700.52,30745.89,30223.79,39449.61,38556.37,32084.51,40336.2,31846.5
29387.51,41474.89,22154.77,24338.21,36478.83,26730.51,33405.67,17727.67,35786.99,30813.98,27449.13,30040.63,23728.36,31495.09,14135.62,18647.9,32571.27,34173.84,31867.99,28746.86,66321.3,74868.94,35276.09,24150.88,20831.48,36847.14,27558.69,29914.57,27040.35,19968.67,24485.59,33110.32,28839.05,19428.63,19342.95,17895.25,24310.47,33069.43,60431.14,46445.48,11940.3,20123.42,32438.05,33138.46,23530.26,14063.73,38468.26,31729.37,37788.52,21314.08,8580.66,26033.42,17157.25,8460.12,15067.51,21930.48,24110.12,8621.62,23086.92,7940.4
67500.07,118619.17,48712.57,67820.54,86937.43,58543.77,76539.16,52808.04,83587,66829.62,77651.73,84168.92,82716.34,89699.55,46969.87,56616.54,81174.94,94015.6,77756.57,98556.03,163241.63,177056.56,87766.55,56394.56,53740.33,95287.01,66751.32,71902.07,72245.95,54555.18,64188.94,81674.41,72427.21,43026.59,45242.4,42720.76,54635.05,83483.92,134492.57,105066.97,30813.77,70788.65,85518.33,98360.39,58764.66,41608.43,92820.53,80329.75,97890.49,63152.18,29535.62,68647.74,46687.22,34903.92,40597.75,57281.22,64695.68,35161.18,59716.6,34586.34
132711.32,299315.2,86136,163589.07,169834.98,99116.03,143876.63,135151.15,161250.34,113770.35,210118.49,175889.68,220620.31,183216.34,115431.06,162248.08,159585.87,193692.15,150536.63,250403.66,332220.29,346318.92,179370.39,108284.51,113532.79,204433.97,133602.71,139539.97,158160,118274.56,133675.25,168503.89,140810.37,78867.42,83891.02,77525.19,102162.26,174668.97,251421.68,195178.91,130492.19,294849.78,259196.08,322315.15,178117.89,143107.73,353489.81,245851.58,283543.47,202594.32,80874.86,160631.27,110605.03,135051.79,97390.52,123691.29,149983.51,137101.46,123958.95,142180.13
76467.75,184788.94,46384.67,104086.43,92613.02,52730.16,79062.16,84235.92,88565.66,60792.63,120024.05,109729.35,138755.89,116918.9,73765.8,93548.25,79969.85,118740.31,75858.63,156931.63,204367.4,194076.63,94580.28,68848.48,58538.18,117362.11,84889.97,79037.72,79560.93,69464.93,74609.02,95632.63,76625.57,47012.69,48214.31,46388.08,62560.29,99259.89,150484.39,115960.93,84300.06,185459.71,158689.44,202950.29,109522.69,88963.16,222943.46,153162.66,177904.89,124925.75,50163.15,83678.68,58874.87,90608.86,64522.89,76710.8,76785.29,94502.04,76986.93,96986.17
4546.84,7789.17,2858.1,5035.87,4883.86,3639.2,5027.53,4001,4952.84,3958.8,4330.3,5934.46,5385.97,7006.47,3222.77,3083.4,3420.63,6279.4,3455.97,6684.43,6421.29,8480.1,4458.13,2428.83,2828.3,4612.92,3051.16,3640.74,2968.73,2711.15,3491.9,4430.57,3644.63,1742.71,2024.5,2080.57,2894.87,4681.02,6526.27,5259.9,1744.3,3677.4,3707.88,5691.46,2559.09,2355.37,4551.43,3827.03,4443.41,3228.4,1704.63,3645,2623.7,3011.3,2894.17,3520.29,3115.5,3377.44,3530.98,3317.9
18427.45,54202.88,11381.91,29710.94,26849.11,13354.52,18867.3,24775.54,25310.58,15112.58,26031,21953.8,36177.03,22758.39,17796.51,19615.75,21922.96,23920.09,20873.72,40208.69,43368.57,49289.11,23391.06,14808.81,14770.92,28150.96,18361.35,19651.54,19600.42,17872.81,19115.14,24220.56,19259.69,11648.79,12845.77,11841.63,15532.24,25209.23,37613.97,28633.17,9303.56,21225.57,23760.13,27515.15,17241.71,14086.17,29045.17,23714.65,29694.27,20484.26,12643.26,20529.9,14655.92,19215.52,14611.9,19349.5,19891.3,18734.44,20140.02,19713.86
111234.18,242921.16,72629.88,136543.84,141071.5,81122.49,118037.28,109582.34,134266.11,94168.09,159007.14,141615.06,170916.8,150897.1,91163.23,121002.56,116551.66,154715.4,110383.23,194655.67,279117.91,282900.71,133587.74,93133.17,81092.96,160777.54,113657.43,111943.98,107956.94,93870.27,103668.68,132524.48,111716.15,65163.54,67906.58,64189.75,88235.48,139618.75,216287.88,164921.39,96958.45,209507.89,198437.38,240624.11,136027.62,106277.08,264851.17,190232.04,223221.46,151255.8,61786.76,114762.79,79345.05,104471.26,81341,101698.99,105386.55,109510.42,102515.61,110626.83
23,28,0,0,68,0,47,0,58,0,29,135,208,106,116,0,29,99,33,176,81,90,139,22,69,62,34,33,92,22,73,73,26,27,29,0,40,46,66,54,128,81,60,94,68,42,162,182,35,48,61,61,50,0,0,57,75,0,87,0
308777.33,724112.82,195638.07,402959.8,391269.35,222003.66,326888.87,327396.48,371163.12,257610.11,462126.53,409941.47,524256.6,435440.71,277341.47,356378.27,335385.9,446685.26,317529.6,595161,829714.7,788756.6,371510.75,278066.28,227351.81,455718.89,342767.4,316846.1,305581.84,267967.56,289216.17,371280.29,311949.01,189669.82,195550.39,183645.21,249964.93,387775.99,609626.35,466571.98,284879.18,629547.54,573488.25,709934.65,393020.67,312509.72,768475.59,546561.1,646361.55,444336.35,190934.78,320892.44,223952.86,324506.84,240116.19,297885.07,295758.3,335893.75,300056.46,342740.3
171503.69,384510.75,113428.64,215822.43,223375.31,129731.93,180876.7,172772.4,211469.61,149694.67,253840.58,219721.54,269262.06,232730.38,143177.07,193202.77,190724.25,239078.39,181178.03,306826.91,412869.51,426005.34,200942.02,139871.92,119635.55,247001.92,170097.85,170426.5,155007.76,144646.55,156488.39,206042.55,174629.25,106578.17,109527.54,103207.78,141977.39,216207.12,346862.2,268411.33,170381.74,362654.41,334497.36,408977.06,232694.7,180711.33,463306.3,322975.11,375758.97,256674.98,100470.25,163596.13,114370.42,173770.41,130592.75,164498.15,148215.61,181198.38,166263.57,184427.77
0,780,72,576,240,0,0,384,294,0,396,312,1380,456,888,132,648,624,276,1704,516,648,324,180,132,180,276,192,0,36,0,24,108,0,0,36,84,204,216,192,216,0,228,0,240,180,900,672,192,48,28,180,216,144,0,0,132,0,24,0
61887.42,153721.93,32071.22,95126.25,63293.34,38955.33,58749.81,77501.22,57087.98,43088.44,89133.72,95150,116641.91,106228.59,64367.84,72155.46,42613.14,101596.8,40430.84,133136.43,117983.1,117106.71,53822.87,40192.82,32233.36,72290.9,52117.52,48178.64,36407.43,46023.78,45030.97,54088.45,52060.78,27396.02,27785.13,29011.07,37554.9,59558.82,84693.13,68087.95,52265.5,115153.58,88290.68,126212.64,61903.68,58651.61,134766.33,86229.83,107729.56,75815.76,40407.07,49166.65,36945.03,84816.53,50555.01,56568.21,45086.58,91278.97,56850.19,90783.7
188084.37,423273.14,122654.16,238983.77,242297.47,139877.69,200318.04,191179.39,231903.66,160815.02,280152.72,255528.08,303834.46,271584.34,161573.44,212280.95,205109.83,281112.51,196161.56,345698.42,488334.33,480286.55,226988.78,164911.54,137897.11,279749.64,200801.1,193733.51,187382.54,163779.74,177775.71,229715.3,194749.73,115497.7,119813.84,114634.35,154361.08,240909.08,376371.84,291406.96,184314.15,403023.35,359570.7,452359.09,248324.14,197001.28,498932.86,344801.95,410435.16,279332.41,109994.56,194407.94,136144.96,191183.6,143805.91,182113.92,178357.49,198801.62,181374.68,202431.03
28915.78,61652.48,19358.01,34834.54,38132.11,21663.68,30992.06,28048.54,36022.48,25341.24,38303.04,37800.34,43479.86,40744.85,23507.92,29165.07,31448.24,41288.44,29710.84,49758.23,75680.75,77620.95,35423.9,25085.16,22023.58,44709.18,30924.64,30209.4,29606.72,26293.8,27583.11,35123.45,29935.27,17541.2,18429.36,17587.29,23941.34,37284.06,58444,44749.34,21801.76,47365.2,48008.1,57016.22,32136.18,24648.07,59577.31,45182.77,54768.05,35733.72,15617.28,30977.39,21621.2,25021.27,20605.15,26680.52,28771.04,26429.85,27051.08,26309.11
221085.09,467863.82,141412.25,268771.23,263708.56,162087.61,232268.15,215117.7,251855.82,186233.73,306335.6,289527.41,335517.16,310462.79,182917.9,233245.07,223410.5,316388.46,213067.41,385231.2,530600.62,524401.63,247598.21,181972.22,148529.98,309280.36,219738.97,213365.86,196490.69,180109.7,192904.62,248839.12,214950.89,127553.56,128468.1,125198.41,169935.32,263446.83,406620.47,317066.77,184678.87,394503.03,376772.43,459993.24,257904.62,199958.89,502763.54,361295.43,428107.2,285456.76,123714.33,209575.57,147421.4,210609.16,164958.1,203611.27,191296.27,221097.54,205230.29,222834.59
331515.95,787334.51,210824.5,435888.13,418902.05,246349.93,356382.36,354045.1,399254.48,280670.09,516603.89,461471.18,582479.42,485290.16,307007.97,398508.08,383432.25,504268.94,365982.61,663289.53,902046.72,864691.07,433194.18,301252.46,269713.96,502581.53,369790.74,352438.84,373385.03,291051.49,329435.4,419901.46,351297.36,205117.08,215689.84,197697.46,263179.32,436947.22,652112.32,497359.86,316989.52,717289.56,631913.27,796461.95,434979.49,351414.36,860929.4,599346.51,702226.59,494865.66,206293.75,380248.53,264494.55,347218.05,252298.98,312996.16,354219.05,355633.54,312710.37,366559.01
291.32,327.34,258.17,111.16,508.5,254.01,421.66,98.84,523.33,329.51,143.5,105.5,91.33,109.66,41.33,95.17,573.99,117.66,506,95.84,1309.47,1897.27,688.28,307.58,465.94,660.83,460.06,504.06,629.36,448.71,519.02,618.73,485.67,320.17,402.16,256.17,391,653.53,1253.16,706.17,31.5,89.33,223.17,158.32,139,83.17,95.99,175.34,415.18,152,36.67,650.77,406.46,44.17,60.5,79.15,735.95,40.01,84.17,25.83
202705.08,361028.75,146082.74,220093.5,265402.95,173074.42,219099.98,169448.85,250917.64,197019.93,197445.45,289438.38,238727.64,313457.6,142635.67,139301.5,203951.73,320127.71,201326.75,283650.37,527547.64,541974.09,241997.8,181685.02,152010.68,291730.25,216378.37,212537.05,201053.57,166750.49,182872.82,238849.11,222169.45,121595.81,122779.76,135003.38,172851.13,252450.29,398289.31,320268.24,86479.79,168754.33,215788.03,254824.59,150269.38,107690.93,248861.64,215788.92,272518.94,157247.35,81548.86,210014.82,144029.28,119618.32,123435.62,174704.6,196245.31,127318.97,176588.34,120230.85
96125.51,229073.68,58481.66,124305.72,111325.49,66218.54,102141.67,104259.14,104980.58,75868.08,157498.24,127807.96,174716.99,133825.59,90898.71,124778.96,101876.35,139796.13,95882.2,196411.44,235780.32,231508.07,118811.98,77250.85,75228.32,136787.65,96261.66,94138.19,106477.28,80643.14,89666.94,113005.51,93694.32,53025.79,56538.29,50766.11,67536.27,117024.15,168719.49,128582.45,100735.39,229463.3,192275.8,246897.44,131137.19,109303.81,269305.94,181405.06,209026.42,153081.49,59434.79,107155.35,74658.66,107140.51,69820.79,88108.55,99918.65,109481.66,87997.15,113081.29
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
52.5,143.5,74,56,225,95,80.5,67.5,266,97.5,36.5,52,7.5,54.5,2.5,21.5,88.5,71,102,7.5,73.5,149.5,45,13.5,27,53,22.5,33.5,33.5,43,9,32,87,9.5,26.5,29,50,60,103,99,3.5,53.5,72.5,95.5,39,16.5,27.5,44.5,88.5,28,0,11,0,11,22,22.5,9,2,30.5,8.5
0,0,10,25,0,0,0,0,0,0,0,27,29,42,14,0,6,22,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,32,22,40,0,0,21,0,0,23,0,0,0,0,11,0,0,0,15,0
582,1682.25,145,858,230,141,672,636,133,133,3025,1525,2026,1520,1033,2505,193.36,1565,133,2167,489.36,366.36,266.36,197,138,512,212.64,228.64,233.36,338,427.64,602.36,324,270,333.36,248,304.64,487.36,766,450.36,4404,9900,5790,8964,4020.36,3735.64,10606,5522,5916,4831,911.36,246.64,211.36,2501.64,1067.36,836.36,222.64,2530.36,725.64,2685.64
9933.15,23854.61,6112.31,12858.02,11634.49,6896.29,10643.32,10693.85,11097.55,8033.57,12799.17,10410.44,16522.88,10999.56,8344.84,9722.99,8919.45,11286.51,8419.87,18608.23,18456.6,20277.75,9687.85,6479.61,5742.14,11172.98,7766.52,8340.21,6896.35,6898.46,7638.24,9938.65,8125.29,5557.06,5872.37,5185.78,6995.12,10861.86,17829.47,13307.24,4673.8,10192.81,12569.55,14272.95,8854.26,6602.09,14564.25,12502.32,14030.56,9574.15,5408.57,7320.65,5197.23,7450.97,6745.56,8695.49,6590.47,7908.54,8684.4,8039.05
9933.15,23854.61,6112.31,12858.02,11634.49,6896.29,10643.32,10693.85,11097.55,8033.57,12799.17,10410.44,16522.88,10999.56,8344.84,9722.99,8919.45,11286.51,8419.87,18608.23,18449.6,20264.51,9680.59,6475.86,5739.02,11169.98,7762.14,8335.83,6892.47,6894.08,7638.24,9936.77,8125.29,5557.06,5872.37,5185.78,6995.12,10859.98,17829.47,13307.24,4673.8,10192.81,12569.55,14272.95,8854.26,6602.09,14564.25,12502.32,14030.56,9574.15,5408.57,7316.9,5193.11,7450.97,6745.56,8695.49,6586.85,7908.54,8684.4,8039.05
506.17,1463.08,480.05,950,1344.79,764.58,547.95,659.5,1264.38,776.25,898.12,1163.41,941.42,1168.88,455.92,529.12,1656.67,1221.75,1467.42,1079.95,1864.63,2056.62,1100.76,504.2,728.5,1678.75,593.96,920.17,1018.09,1069.18,962.42,1063,1107.89,568.75,564.45,784.55,735.45,1343.43,1642.08,1540.58,365,934.92,1045.17,1009.5,905,531.38,1298.5,1090.62,1513.25,929.25,638,940.8,697.5,528,620.88,1069.08,808.54,440.75,1106.55,550
242691.22,569736.06,152024.22,320572.21,308295.98,174054.08,256352.24,256289.03,294251.78,199262.07,374495.24,341662.33,415548.94,360080.75,218747.03,286209.22,255800.73,372068.12,245088,470942.85,649193.59,617094.15,298464.17,219944.69,180781.86,347871.85,268097.57,250618.85,242331.37,205349.98,230468.19,297903.78,247365.78,147724.67,155522.76,146323.13,196288.44,310410.91,475731,365266.67,258278.92,567117.66,481891.18,619825.19,336924.75,272575.3,698386.11,466788.49,542596.11,376852.4,143276.24,252374.47,176356.4,264180.07,183873.14,228643.03,233747.52,272123.68,229883.45,279114.13
52.5,143.5,74,61,239,95,80.5,67.5,266,97.5,36.5,52,7.5,54.5,2.5,21.5,88.5,71,102,7.5,87.5,150.5,45,13.5,27,53,22.5,33.5,33.5,43,9,32,87,9.5,26.5,29,50,60,103,99,3.5,53.5,72.5,95.5,46.33,16.5,27.5,44.5,88.5,28,0,11,0,11,22,22.5,9,2,30.5,8.5
